Date,Real Total Return Price (S&P500),Real Total Bond Returns,Consumer Price Index CPI
1960.01,"68,479.43",10.26,29.3
1960.02,"65,786.92",10.46,29.4
1960.03,"65,081.25",10.7,29.4
1960.04,"65,888.53",10.68,29.5
1960.05,"65,477.36",10.65,29.5
1960.06,"67,858.95",10.83,29.6
1960.07,"66,368.69",11.09,29.6
1960.08,"67,358.15",11.22,29.6
1960.09,"65,525.50",11.25,29.6
1960.1,"63,996.22",11.13,29.8
1960.11,"66,262.23",11.13,29.8
1960.12,"68,045.11",11.25,29.8
1961.01,"71,737.55",11.28,29.8
1961.02,"74,875.10",11.37,29.8
1961.03,"77,418.30",11.45,29.8
1961.04,"79,678.15",11.45,29.8
1961.05,"80,684.77",11.55,29.8
1961.06,"79,813.21",11.42,29.8
1961.07,"79,259.64",11.35,30
1961.08,"82,578.33",11.31,29.9
1961.09,"81,857.90",11.37,30
1961.1,"82,959.32",11.46,30
1961.11,"86,920.22",11.48,30
1961.12,"87,933.15",11.4,30
1962.01,"84,867.49",11.42,30
1962.02,"86,201.38",11.46,30.1
1962.03,"86,496.00",11.6,30.1
1962.04,"83,671.45",11.69,30.2
1962.05,"77,660.27",11.7,30.2
1962.06,"68,797.79",11.7,30.2
1962.07,"70,434.73",11.6,30.3
1962.08,"72,564.68",11.67,30.3
1962.09,"71,897.53",11.67,30.4
1962.1,"69,845.63",11.75,30.4
1962.11,"74,876.84",11.8,30.4
1962.12,"78,340.70",11.9,30.4
1963.01,"81,589.96",11.97,30.4
1963.02,"82,892.45",11.92,30.4
1963.03,"82,531.90",11.91,30.5
1963.04,"86,642.22",11.91,30.5
1963.05,"88,610.38",11.98,30.5
1963.06,"88,513.88",11.93,30.6
1963.07,"87,147.89",11.9,30.7
1963.08,"89,789.82",11.96,30.7
1963.09,"92,388.35",11.92,30.7
1963.1,"92,551.18",11.89,30.8
1963.11,"92,269.91",11.92,30.8
1963.12,"94,174.96",11.92,30.9
1964.01,"97,312.93",11.92,30.9
1964.02,"98,754.84",11.98,30.9
1964.03,"100,801.86",11.95,30.9
1964.04,"102,510.32",11.98,30.9
1964.05,"103,763.10",12.06,30.9
1964.06,"103,067.47",12.09,31
1964.07,"106,807.61",12.07,31.1
1964.08,"105,840.97",12.15,31
1964.09,"107,576.34",12.15,31.1
1964.1,"109,697.95",12.2,31.1
1964.11,"110,373.02",12.24,31.2
1964.12,"108,730.26",12.25,31.2
1965.01,"111,799.11",12.29,31.2
1965.02,"112,891.02",12.31,31.2
1965.03,"112,909.77",12.31,31.3
1965.04,"114,305.47",12.33,31.4
1965.05,"116,288.09",12.36,31.4
1965.06,"110,345.90",12.33,31.6
1965.07,"110,461.25",12.38,31.6
1965.08,"112,803.27",12.37,31.6
1965.09,"116,861.61",12.38,31.6
1965.1,"119,403.76",12.32,31.7
1965.11,"120,690.70",12.27,31.7
1965.12,"120,058.75",12.11,31.8
1966.01,"122,438.63",12.17,31.8
1966.02,"121,151.86",11.93,32
1966.03,"116,111.90",11.9,32.1
1966.04,"119,226.89",11.99,32.3
1966.05,"113,258.31",12.01,32.3
1966.06,"112,278.81",11.99,32.4
1966.07,"111,956.09",11.8,32.5
1966.08,"104,853.76",11.6,32.7
1966.09,"101,474.56",11.68,32.7
1966.1,"100,287.72",11.82,32.9
1966.11,"105,618.36",11.73,32.9
1966.12,"106,373.64",12.08,32.9
1967.01,"110,768.27",12.37,32.9
1967.02,"114,901.04",12.37,32.9
1967.03,"117,570.97",12.47,33
1967.04,"119,551.26",12.43,33.1
1967.05,"121,643.74",12.19,33.2
1967.06,"120,075.57",12.04,33.3
1967.07,"122,102.04",11.92,33.4
1967.08,"123,992.44",11.83,33.5
1967.09,"125,668.76",11.83,33.6
1967.1,"125,417.91",11.68,33.7
1967.11,"121,443.33",11.46,33.8
1967.12,"124,852.94",11.53,33.9
1968.01,"124,100.04",11.66,34.1
1968.02,"118,470.80",11.66,34.2
1968.03,"116,284.64",11.52,34.3
1968.04,"124,831.56",11.63,34.4
1968.05,"127,654.73",11.45,34.5
1968.06,"130,652.70",11.57,34.7
1968.07,"129,968.97",11.75,34.9
1968.08,"127,092.75",11.84,35
1968.09,"131,177.41",11.82,35.1
1968.1,"133,979.75",11.7,35.3
1968.11,"135,988.49",11.62,35.4
1968.12,"137,349.81",11.35,35.5
1969.01,"131,506.87",11.37,35.6
1969.02,"130,461.29",11.24,35.8
1969.03,"126,902.18",11.11,36.1
1969.04,"129,074.23",11.22,36.3
1969.05,"133,243.24",11.12,36.4
1969.06,"125,928.44",10.92,36.6
1969.07,"119,977.82",10.8,36.8
1969.08,"118,991.56",10.82,37
1969.09,"119,417.40",10.49,37.1
1969.1,"120,376.68",10.55,37.3
1969.11,"120,929.33",10.52,37.5
1969.12,"114,240.69",10.16,37.7
1970.01,"113,267.68",10.1,37.8
1970.02,"109,070.80",10.5,38
1970.03,"110,683.39",10.63,38.2
1970.04,"106,803.72",10.38,38.5
1970.05,"94,597.39",10.04,38.6
1970.06,"93,856.13",10.11,38.8
1970.07,"93,863.09",10.39,39
1970.08,"96,919.41",10.4,39
1970.09,"102,520.58",10.51,39.2
1970.1,"104,537.75",10.57,39.4
1970.11,"104,223.12",10.95,39.6
1970.12,"111,120.84",11.32,39.8
1971.01,"115,687.64",11.5,39.8
1971.02,"120,186.90",11.64,39.9
1971.03,"123,280.40",12.03,40
1971.04,"127,490.48",11.94,40.1
1971.05,"125,452.00",11.46,40.3
1971.06,"122,537.44",11.32,40.6
1971.07,"121,670.12",11.19,40.7
1971.08,"119,530.21",11.34,40.8
1971.09,"122,501.87",11.77,40.8
1971.1,"119,924.21",11.99,40.9
1971.11,"114,681.01",12.16,40.9
1971.12,"122,297.58",12.05,41.1
1972.01,"127,706.24",12.09,41.1
1972.02,"129,740.09",11.98,41.3
1972.03,"132,817.18",12.02,41.4
1972.04,"134,165.15",11.94,41.5
1972.05,"132,804.16",12.03,41.6
1972.06,"133,169.44",12.08,41.7
1972.07,"131,866.34",12.08,41.9
1972.08,"136,530.25",12.02,42
1972.09,"134,557.57",11.76,42.1
1972.1,"134,482.77",11.83,42.3
1972.11,"141,217.31",12.04,42.4
1972.12,"144,144.00",12,42.5
1973.01,"145,229.07",11.95,42.6
1973.02,"139,418.88",11.78,42.9
1973.03,"136,273.28",11.67,43.3
1973.04,"133,126.85",11.69,43.6
1973.05,"128,821.10",11.53,43.9
1973.06,"125,402.53",11.47,44.2
1973.07,"126,635.36",11.32,44.3
1973.08,"122,356.41",10.98,45.1
1973.09,"124,523.30",11.26,45.2
1973.1,"128,662.27",11.47,45.6
1973.11,"119,065.47",11.51,45.9
1973.12,"110,245.73",11.49,46.2
1974.01,"111,159.90",11.25,46.6
1974.02,"107,034.87",11.2,47.2
1974.03,"110,528.21",10.93,47.8
1974.04,"104,768.00",10.72,48
1974.05,"100,676.75",10.6,48.6
1974.06,"100,313.32",10.61,49
1974.07,"88,213.60",10.4,49.4
1974.08,"83,876.61",10.18,50
1974.09,"74,585.28",10.12,50.6
1974.1,"75,611.28",10.19,51.1
1974.11,"77,832.79",10.33,51.5
1974.12,"72,528.32",10.49,51.9
1975.01,"78,489.17",10.47,52.1
1975.02,"86,311.35",10.53,52.5
1975.03,"90,262.41",10.31,52.7
1975.04,"91,259.50",9.99,52.9
1975.05,"96,837.44",10.12,53.2
1975.06,"98,898.12",10.25,53.6
1975.07,"98,225.81",10.06,54.2
1975.08,"91,185.45",9.88,54.3
1975.09,"89,911.18",9.88,54.6
1975.1,"93,864.28",10.09,54.9
1975.11,"95,087.02",10.14,55.3
1975.12,"93,625.85",10.21,55.5
1976.01,"102,378.53",10.44,55.6
1976.02,"106,274.06",10.43,55.8
1976.03,"106,935.46",10.53,55.9
1976.04,"107,723.53",10.68,56.1
1976.05,"106,552.97",10.42,56.5
1976.06,"106,946.76",10.47,56.8
1976.07,"109,223.01",10.5,57.1
1976.08,"108,045.64",10.56,57.4
1976.09,"110,297.97",10.72,57.6
1976.1,"106,321.72",10.87,57.9
1976.11,"105,755.04",11.01,58
1976.12,"109,388.07",11.37,58.2
1977.01,"108,246.48",11.1,58.5
1977.02,"104,613.64",10.92,59.1
1977.03,"103,858.06",10.86,59.5
1977.04,"101,768.02",10.9,60
1977.05,"101,331.85",10.84,60.3
1977.06,"101,574.65",10.98,60.7
1977.07,"102,375.29",10.95,61
1977.08,"99,923.65",10.93,61.2
1977.09,"98,431.52",11.01,61.4
1977.1,"95,960.39",10.9,61.6
1977.11,"96,437.07",10.87,61.9
1977.12,"96,054.26",10.82,62.1
1978.01,"92,207.44",10.62,62.5
1978.02,"90,734.19",10.57,62.9
1978.03,"90,261.42",10.55,63.4
1978.04,"93,883.74",10.46,63.9
1978.05,"98,133.06",10.3,64.5
1978.06,"97,736.41",10.18,65.2
1978.07,"96,935.22",10.05,65.7
1978.08,"103,568.90",10.23,66
1978.09,"103,204.05",10.22,66.5
1978.1,"99,445.81",10.05,67.1
1978.11,"93,621.09",9.97,67.4
1978.12,"94,999.79",9.87,67.7
1979.01,"98,109.88",9.8,68.3
1979.02,"95,952.57",9.76,69.1
1979.03,"97,217.66",9.72,69.8
1979.04,"98,456.26",9.65,70.6
1979.05,"95,380.32",9.55,71.5
1979.06,"96,609.05",9.73,72.3
1979.07,"96,913.85",9.67,73.1
1979.08,"100,812.51",9.6,73.8
1979.09,"101,272.11",9.39,74.6
1979.1,"97,099.61",8.82,75.2
1979.11,"95,897.48",8.63,75.9
1979.12,"99,080.08",8.75,76.7
1980.01,"100,918.56",8.49,77.8
1980.02,"103,889.71",7.68,78.9
1980.03,"93,354.37",7.5,80.1
1980.04,"91,247.75",8.05,81
1980.05,"94,909.19",8.69,81.8
1980.06,"100,322.14",8.89,82.7
1980.07,"105,310.77",8.7,82.7
1980.08,"108,219.61",8.27,83.3
1980.09,"110,364.24",8.08,84
1980.1,"112,959.97",7.97,84.8
1980.11,"117,207.38",7.57,85.5
1980.12,"114,677.56",7.51,86.3
1981.01,"113,769.07",7.64,87
1981.02,"109,149.87",7.38,87.9
1981.03,"112,904.44",7.44,88.5
1981.04,"113,597.62",7.25,89.1
1981.05,"110,891.82",7.12,89.8
1981.06,"110,857.79",7.38,90.6
1981.07,"107,439.78",7.07,91.6
1981.08,"107,483.68",6.86,92.3
1981.09,"97,610.86",6.74,93.2
1981.1,"99,086.73",6.87,93.4
1981.11,"101,778.27",7.6,93.7
1981.12,"102,652.48",7.52,94
1982.01,"97,412.12",7.25,94.3
1982.02,"95,246.82",7.37,94.6
1982.03,"92,732.83",7.69,94.5
1982.04,"97,394.52",7.75,94.9
1982.05,"97,031.21",7.87,95.8
1982.06,"90,782.01",7.58,97
1982.07,"90,537.61",7.77,97.5
1982.08,"91,070.56",8.23,97.7
1982.09,"101,879.17",8.64,97.9
1982.1,"110,589.04",9.44,98.2
1982.11,"115,801.77",9.76,98
1982.12,"117,852.96",9.89,97.6
1983.01,"122,230.04",10,97.8
1983.02,"124,706.99",9.92,97.9
1983.03,"129,528.62",10.14,97.9
1983.04,"134,007.98",10.22,98.6
1983.05,"139,090.82",10.26,99.2
1983.06,"141,103.76",10.03,99.5
1983.07,"141,535.39",9.76,99.9
1983.08,"137,716.22",9.56,100.2
1983.09,"141,574.86",9.72,100.7
1983.1,"142,071.03",9.85,101
1983.11,"140,173.94",9.84,101.2
1983.12,"139,858.26",9.84,101.3
1984.01,"141,227.97",9.97,101.9
1984.02,"133,355.92",9.92,102.4
1984.03,"133,686.84",9.73,102.6
1984.04,"133,716.33",9.61,103.1
1984.05,"132,994.68",9.28,103.4
1984.06,"130,161.95",9.28,103.7
1984.07,"128,485.54",9.45,104.1
1984.08,"139,779.20",9.85,104.5
1984.09,"141,072.51",10.02,105
1984.1,"140,094.00",10.31,105.3
1984.11,"141,899.01",10.77,105.3
1984.12,"140,898.55",10.92,105.3
1985.01,"147,240.79",11.08,105.5
1985.02,"155,030.50",11.04,106
1985.03,"153,712.01",10.88,106.4
1985.04,"154,562.69",11.22,106.9
1985.05,"158,200.91",11.67,107.3
1985.06,"161,723.02",12.25,107.6
1985.07,"165,052.88",12.21,107.8
1985.08,"161,709.51",12.28,108
1985.09,"158,224.17",12.32,108.3
1985.1,"160,000.99",12.48,108.7
1985.11,"169,806.66",12.92,109
1985.12,"178,307.78",13.42,109.3
1986.01,"179,159.29",13.55,109.6
1986.02,"189,889.07",14.13,109.3
1986.03,"202,558.98",15.2,108.8
1986.04,"208,497.19",15.84,108.6
1986.05,"208,947.39",15.44,108.9
1986.06,"214,315.36",15.36,109.5
1986.07,"210,452.45",16,109.5
1986.08,"214,863.28",16.22,109.7
1986.09,"208,637.95",15.93,110.2
1986.1,"208,262.68",16.03,110.3
1986.11,"215,426.40",16.32,110.4
1986.12,"218,910.84",16.57,110.5
1987.01,"232,051.03",16.59,111.2
1987.02,"246,161.87",16.43,111.6
1987.03,"255,790.37",16.46,112.1
1987.04,"252,253.97",15.61,112.7
1987.05,"251,800.60",15.05,113.1
1987.06,"262,204.73",15.31,113.5
1987.07,"269,681.58",15.33,113.8
1987.08,"285,584.53",15.04,114.4
1987.09,"275,488.60",14.44,115
1987.1,"242,204.26",14.42,115.3
1987.11,"212,224.41",15.15,115.4
1987.12,"209,395.47",15.13,115.4
1988.01,"217,724.91",15.53,115.7
1988.02,"224,393.57",16.08,116
1988.03,"230,655.28",15.95,116.5
1988.04,"227,446.97",15.61,117.1
1988.05,"221,719.19",15.3,117.5
1988.06,"234,029.22",15.52,118
1988.07,"232,332.00",15.43,118.5
1988.08,"227,385.49",15.28,119
1988.09,"230,225.37",15.57,119.8
1988.1,"238,188.81",15.82,120.2
1988.11,"233,189.24",15.76,120.3
1988.12,"238,224.95",15.69,120.5
1989.01,"245,375.74",15.76,121.1
1989.02,"252,436.48",15.73,121.6
1989.03,"250,593.94",15.57,122.3
1989.04,"257,845.94",15.77,123.1
1989.05,"266,946.68",16.13,123.8
1989.06,"275,348.45",16.84,124.1
1989.07,"282,379.84",17.21,124.4
1989.08,"295,159.80",17.19,124.6
1989.09,"295,568.52",17.16,125
1989.1,"295,003.31",17.4,125.6
1989.11,"288,972.02",17.65,125.9
1989.12,"296,419.13",17.77,126.1
1990.01,"286,912.44",17.26,127.4
1990.02,"278,357.02",17,128
1990.03,"284,343.92",16.89,128.7
1990.04,"284,467.30",16.76,128.9
1990.05,"294,744.12",16.88,129.2
1990.06,"302,456.17",17.23,129.9
1990.07,"301,812.46",17.29,130.4
1990.08,"275,554.48",16.94,131.6
1990.09,"261,410.69",16.77,132.7
1990.1,"253,833.43",16.98,133.5
1990.11,"260,827.18",17.44,133.8
1990.12,"272,795.59",17.93,133.8
1991.01,"269,317.36",17.93,134.6
1991.02,"300,130.91",18.32,134.8
1991.03,"308,810.35",18.09,135
1991.04,"315,320.09",18.27,135.2
1991.05,"313,828.26",18.3,135.6
1991.06,"313,991.74",18.11,136
1991.07,"315,980.72",18.22,136.2
1991.08,"323,498.57",18.75,136.6
1991.09,"321,110.59",19.12,137.2
1991.1,"321,223.78",19.37,137.4
1991.11,"320,340.10",19.59,137.8
1991.12,"323,099.41",20.15,137.9
1992.01,"346,373.56",20.33,138.1
1992.02,"343,053.12",19.93,138.6
1992.03,"337,876.45",19.68,139.3
1992.04,"338,283.78",19.85,139.5
1992.05,"344,786.36",20.07,139.7
1992.06,"338,990.44",20.31,140.2
1992.07,"344,736.34",21,140.5
1992.08,"346,996.52",21.44,140.9
1992.09,"347,325.10",21.76,141.3
1992.1,"342,008.38",21.54,141.8
1992.11,"350,942.01",21.19,142
1992.12,"362,677.89",21.48,141.9
1993.01,"361,414.87",21.76,142.6
1993.02,"366,364.28",22.35,143.1
1993.03,"372,940.90",22.85,143.6
1993.04,"366,915.85",22.92,144
1993.05,"369,063.32",22.88,144.2
1993.06,"371,741.71",23.1,144.4
1993.07,"371,968.49",23.48,144.4
1993.08,"377,478.66",23.75,144.8
1993.09,"381,802.36",24.4,145.1
1993.1,"384,953.56",24.46,145.7
1993.11,"384,719.94",23.84,145.8
1993.12,"388,134.48",23.86,145.8
1994.01,"393,794.67",23.94,146.2
1994.02,"392,158.40",23.58,146.7
1994.03,"385,264.68",22.75,147.2
1994.04,"371,870.01",22.04,147.4
1994.05,"375,553.51",21.83,147.5
1994.06,"378,435.17",22.01,148
1994.07,"375,458.89",21.77,148.4
1994.08,"385,474.38",21.91,149
1994.09,"387,586.38",21.64,149.4
1994.1,"385,613.82",21.34,149.5
1994.11,"383,679.99",21.13,149.7
1994.12,"379,749.65",21.49,149.7
1995.01,"387,505.54",21.59,150.3
1995.02,"400,705.12",22.11,150.9
1995.03,"409,597.96",22.59,151.4
1995.04,"421,382.25",22.88,151.9
1995.05,"434,635.11",23.68,152.2
1995.06,"447,571.12",24.57,152.5
1995.07,"463,454.15",24.5,152.5
1995.08,"464,618.43",24.19,152.9
1995.09,"480,952.57",24.79,153.2
1995.1,"483,767.56",25.13,153.7
1995.11,"495,503.88",25.48,153.6
1995.12,"512,635.80",26.04,153.5
1996.01,"510,483.36",26.13,154.4
1996.02,"538,886.36",25.86,154.9
1996.03,"535,048.65",24.98,155.7
1996.04,"534,048.84",24.58,156.3
1996.05,"545,581.47",24.25,156.6
1996.06,"552,208.51",24.08,156.7
1996.07,"532,001.06",24.24,157
1996.08,"547,327.20",24.74,157.3
1996.09,"556,643.19",24.46,157.8
1996.1,"577,748.95",25.05,158.3
1996.11,"605,794.73",25.75,158.6
1996.12,"613,059.02",25.69,158.6
1997.01,"631,043.91",25.23,159.1
1997.02,"656,505.25",25.58,159.6
1997.03,"650,783.34",25.15,160
1997.04,"627,840.04",24.9,160.2
1997.05,"686,143.86",25.39,160.1
1997.06,"721,862.68",25.9,160.3
1997.07,"762,320.96",26.53,160.5
1997.08,"763,548.92",26.46,160.8
1997.09,"770,737.12",26.71,161.2
1997.1,"781,483.36",27.14,161.6
1997.11,"772,962.53",27.59,161.5
1997.12,"794,314.69",27.91,161.3
1998.01,"794,723.26",28.57,161.6
1998.02,"844,039.23",28.58,161.9
1998.03,"887,240.66",28.49,162.2
1998.04,"915,770.96",28.59,162.5
1998.05,"912,062.31",28.65,162.8
1998.06,"912,010.92",29.08,163
1998.07,"951,593.50",29.26,163.2
1998.08,"884,178.86",29.63,163.4
1998.09,"839,843.73",30.96,163.6
1998.1,"848,611.89",31.7,164
1998.11,"941,742.96",31.07,164
1998.12,"980,992.39",31.66,163.9
1999.01,"1,028,006.68",31.53,164.3
1999.02,"1,026,077.58",30.92,164.5
1999.03,"1,052,880.53",30.41,165
1999.04,"1,089,703.07",30.44,166.2
1999.05,"1,088,626.10",29.74,166.2
1999.06,"1,081,966.25",29.07,166.2
1999.07,"1,127,509.24",29.37,166.7
1999.08,"1,082,359.86",29.11,167.1
1999.09,"1,070,765.13",29.16,167.9
1999.1,"1,055,255.57",28.84,168.2
1999.11,"1,129,571.06",29.14,168.3
1999.12,"1,161,298.80",28.75,168.3
2000.01,"1,156,483.44",28.03,168.8
2000.02,"1,121,184.37",28.3,169.8
2000.03,"1,155,841.39",28.76,171.2
2000.04,"1,171,622.57",29.47,171.3
2000.05,"1,137,033.75",28.62,171.5
2000.06,"1,166,878.69",29.34,172.4
2000.07,"1,174,069.33",29.53,172.8
2000.08,"1,185,094.44",30.16,172.8
2000.09,"1,166,217.76",30.22,173.7
2000.1,"1,103,500.85",30.45,174
2000.11,"1,094,344.90",30.63,174.1
2000.12,"1,058,618.13",31.93,174
2001.01,"1,056,747.70",32.06,175.1
2001.02,"1,030,048.41",32.22,175.8
2001.03,"934,388.42",32.81,176.2
2001.04,"934,860.85",32.18,176.9
2001.05,"994,668.71",31.56,177.7
2001.06,"969,267.09",31.92,178
2001.07,"946,141.17",32.24,177.5
2001.08,"926,785.74",33.07,177.5
2001.09,"818,857.60",33.68,178.3
2001.1,"847,783.17",34.36,177.7
2001.11,"892,129.02",34.33,177.4
2001.12,"908,794.07",33.42,176.7
2002.01,"904,041.97",33.61,177.1
2002.02,"870,291.42",33.96,177.8
2002.03,"908,221.36",32.95,178.8
2002.04,"871,435.51",33.09,179.8
2002.05,"846,864.54",33.36,179.8
2002.06,"796,285.93",34.08,179.9
2002.07,"709,823.15",34.94,180.1
2002.08,"715,517.58",36.06,180.7
2002.09,"680,340.45",37.28,181
2002.1,"669,935.39",37.12,181.3
2002.11,"714,328.36",36.91,181.3
2002.12,"708,503.67",37.18,180.9
2003.01,"703,817.89",37.08,181.7
2003.02,"653,636.13",37.37,183.1
2003.03,"658,233.84",37.55,184.2
2003.04,"694,534.29",37.29,183.8
2003.05,"732,624.14",38.69,183.5
2003.06,"773,570.16",39.54,183.7
2003.07,"777,342.68",37.51,183.9
2003.08,"773,116.11",36.08,184.6
2003.09,"794,980.92",36.62,185.2
2003.1,"811,995.99",36.73,185
2003.11,"824,070.49",36.93,184.5
2003.12,"850,257.58",37.2,184.3
2004.01,"887,895.33",37.51,185.2
2004.02,"892,737.08",37.65,186.2
2004.03,"873,150.48",38.3,187.4
2004.04,"878,802.62",36.71,188
2004.05,"851,299.37",35.56,189.1
2004.06,"872,869.65",35.56,189.7
2004.07,"854,691.65",36.41,189.4
2004.08,"842,399.46",37.17,189.5
2004.09,"864,028.50",37.68,189.9
2004.1,"860,390.21",37.7,190.9
2004.11,"900,998.36",37.54,191
2004.12,"928,983.26",37.68,190.3
2005.01,"914,543.90",37.77,190.7
2005.02,"924,602.94",37.83,191.8
2005.03,"915,100.01",36.68,193.3
2005.04,"887,104.84",37.04,194.6
2005.05,"899,895.09",37.82,194.4
2005.06,"919,061.17",38.36,194.5
2005.07,"931,377.62",37.75,195.4
2005.08,"929,519.48",37.45,196.4
2005.09,"920,877.56",37.31,198.8
2005.1,"894,926.71",36.59,199.2
2005.11,"937,928.81",36.79,197.6
2005.12,"961,949.56",37.28,196.8
2006.01,"968,687.71",37.29,198.3
2006.02,"966,588.56",36.91,198.7
2006.03,"975,564.47",36.41,199.8
2006.04,"975,070.14",35.48,201.5
2006.05,"962,636.26",35.12,202.5
2006.06,"934,756.57",35.2,202.9
2006.07,"938,724.95",35.3,203.5
2006.08,"958,368.15",35.96,203.9
2006.09,"987,482.73",36.75,202.9
2006.1,"1,028,782.92",37.06,201.8
2006.11,"1,050,954.20",37.65,201.5
2006.12,"1,071,951.92",37.86,201.8
2007.01,"1,076,106.67",37.29,202.42
2007.02,"1,087,476.25",37.35,203.5
2007.03,"1,051,015.80",37.63,205.35
2007.04,"1,087,897.94",37.15,206.69
2007.05,"1,117,979.14",36.89,207.95
2007.06,"1,119,679.13",35.97,208.35
2007.07,"1,126,416.20",36.41,208.3
2007.08,"1,081,093.52",37.58,207.92
2007.09,"1,111,288.49",38.07,208.49
2007.1,"1,142,106.44",38.1,208.94
2007.11,"1,080,809.13",39.19,210.18
2007.12,"1,094,941.87",39.51,210.04
2008.01,"1,017,245.74",40.62,211.08
2008.02,"998,448.44",40.63,211.69
2008.03,"963,879.39",41.18,213.53
2008.04,"998,735.76",40.48,214.82
2008.05,"1,015,783.90",39.6,216.63
2008.06,"962,952.38",38.63,218.82
2008.07,"899,698.06",38.84,219.96
2008.08,"922,370.99",39.51,219.09
2008.09,"878,877.02",40.35,218.78
2008.1,"708,548.30",40.49,216.57
2008.11,"660,210.85",42.37,212.43
2008.12,"664,757.77",47.13,210.23
2009.01,"654,602.09",46.61,211.14
2009.02,"607,681.64",45.08,212.19
2009.03,"571,706.20",45.27,212.71
2009.04,"640,516.42",44.83,213.24
2009.05,"681,170.90",43.45,213.86
2009.06,"694,710.24",41.67,215.69
2009.07,"704,668.25",42.42,215.35
2009.08,"760,152.31",42.35,215.83
2009.09,"787,372.65",43.12,215.97
2009.1,"805,487.10",43.24,216.18
2009.11,"821,743.81",43.29,216.33
2009.12,"841,485.42",42.81,215.95
2010.01,"849,988.55",42.29,216.69
2010.02,"825,135.52",42.55,216.74
2010.03,"870,588.00",42.37,217.63
2010.04,"904,608.77",42.01,218.01
2010.05,"850,739.54",43.63,218.18
2010.06,"821,397.88",44.61,217.97
2010.07,"819,924.75",45.45,218.01
2010.08,"825,872.00",46.72,218.31
2010.09,"853,223.61",47,218.44
2010.1,"891,177.71",47.5,218.71
2010.11,"913,000.17",46.67,218.8
2010.12,"945,290.20",44.61,219.18
2011.01,"973,396.27",44.15,220.22
2011.02,"999,154.22",43.36,221.31
2011.03,"978,512.18",43.69,223.47
2011.04,"993,863.82",43.35,224.91
2011.05,"995,750.38",44.33,225.96
2011.06,"960,327.31",45.14,225.72
2011.07,"989,255.01",45.22,225.92
2011.08,"883,945.95",48,226.55
2011.09,"875,657.20",49.4,226.89
2011.1,"903,983.00",48.83,226.42
2011.11,"920,760.20",49.58,226.23
2011.12,"937,413.95",49.92,225.67
2012.01,"977,962.36",49.82,226.67
2012.02,"1,014,224.71",49.69,227.66
2012.03,"1,035,627.34",48.52,229.39
2012.04,"1,032,133.60",48.98,230.09
2012.05,"1,001,426.06",50.23,229.82
2012.06,"991,359.35",51.21,229.48
2012.07,"1,022,009.90",51.79,229.1
2012.08,"1,050,811.13",50.86,230.38
2012.09,"1,077,775.03",50.52,231.41
2012.1,"1,075,887.67",50.47,231.32
2012.11,"1,050,370.68",51.25,230.22
2012.12,"1,076,154.75",51.13,229.6
2013.01,"1,118,802.66",50.18,230.28
2013.02,"1,135,621.85",49.54,232.17
2013.03,"1,163,514.55",49.58,232.77
2013.04,"1,181,682.32",50.62,232.53
2013.05,"1,233,563.66",49.83,232.95
2013.06,"1,216,879.27",48.16,233.5
2013.07,"1,256,011.06",47.05,233.6
2013.08,"1,257,693.55",46.44,233.88
2013.09,"1,271,236.32",46.22,234.15
2013.1,"1,301,519.52",47.21,233.55
2013.11,"1,354,537.03",47,233.07
2013.12,"1,375,278.96",46.38,233.05
2014.01,"1,383,468.38",46.48,233.92
2014.02,"1,376,604.96",47.02,234.78
2014.03,"1,405,057.32",46.79,236.29
2014.04,"1,403,289.44",46.78,237.07
2014.05,"1,419,853.38",47.34,237.9
2014.06,"1,462,536.98",47.18,238.34
2014.07,"1,485,016.53",47.55,238.25
2014.08,"1,481,173.77",48.24,237.85
2014.09,"1,506,399.15",47.83,238.03
2014.1,"1,470,244.64",49.03,237.43
2014.11,"1,562,588.79",49.26,236.15
2014.12,"1,581,481.17",50.17,234.81
2015.01,"1,571,349.91",52,233.71
2015.02,"1,608,820.53",51.39,234.72
2015.03,"1,600,216.59",50.9,236.12
2015.04,"1,611,017.93",51.34,236.6
2015.05,"1,618,557.95",49.98,237.81
2015.06,"1,605,903.65",49.19,238.64
2015.07,"1,604,533.65",49.46,238.65
2015.08,"1,567,870.30",50.29,238.32
2015.09,"1,499,555.77",50.46,237.95
2015.1,"1,565,016.00",51.02,237.84
2015.11,"1,614,335.86",50.36,237.34
2015.12,"1,602,023.46",50.71,236.53
2016.01,"1,496,716.01",51.4,236.92
2016.02,"1,487,271.91",52.9,237.11
2016.03,"1,575,131.08",52.23,238.13
2016.04,"1,612,096.63",52.44,239.26
2016.05,"1,600,726.28",52.31,240.23
2016.06,"1,612,514.27",53.02,241.02
2016.07,"1,668,397.89",53.87,240.63
2016.08,"1,686,869.29",53.59,240.85
2016.09,"1,675,454.00",53.19,241.43
2016.1,"1,664,915.24",52.56,241.73
2016.11,"1,687,552.93",50.94,241.35
2016.12,"1,753,583.68",49.45,241.43
2017.01,"1,768,502.20",49.52,242.84
2017.02,"1,808,391.96",49.51,243.6
2017.03,"1,838,545.68",49.31,243.8
2017.04,"1,830,304.54",50.05,244.52
2017.05,"1,859,708.69",50.1,244.73
2017.06,"1,891,047.80",50.64,244.96
2017.07,"1,911,068.15",50.19,244.79
2017.08,"1,910,104.71",50.62,245.52
2017.09,"1,931,477.30",50.49,246.82
